# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 6.613184697926044464e-03 9.789393097162246704e-02 3.120003640651702881e-01 6.613184697926044464e-03 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+03 3.943952918052673340e-02 1.199479214847087860e-03 5.389499664306640625e-02 3.943952918052673340e-02 0.000000000000000000e+00 0.000000000000000000e+00
2.000000000000000000e+03 3.095562569797039032e-02 4.230753402225673199e-04 4.448726400732994080e-02 3.095562569797039032e-02 0.000000000000000000e+00 0.000000000000000000e+00
3.000000000000000000e+03 1.964193582534790039e-02 2.791255246847867966e-04 2.709635533392429352e-02 1.964193582534790039e-02 0.000000000000000000e+00 0.000000000000000000e+00
4.000000000000000000e+03 1.366469170898199081e-02 2.467817976139485836e-04 1.538528501987457275e-02 1.366469170898199081e-02 0.000000000000000000e+00 0.000000000000000000e+00
5.000000000000000000e+03 1.056174561381340027e-02 2.127506013493984938e-04 1.292382646352052689e-02 1.056174561381340027e-02 0.000000000000000000e+00 0.000000000000000000e+00
6.000000000000000000e+03 8.108817972242832184e-03 1.793418341549113393e-04 8.078287355601787567e-03 8.108817972242832184e-03 0.000000000000000000e+00 0.000000000000000000e+00
7.000000000000000000e+03 5.941405426710844040e-03 1.438592153135687113e-04 5.050145089626312256e-03 5.941405426710844040e-03 0.000000000000000000e+00 0.000000000000000000e+00
8.000000000000000000e+03 6.949321366846561432e-03 1.898988703032955527e-04 4.685381893068552017e-03 6.949321366846561432e-03 0.000000000000000000e+00 0.000000000000000000e+00
9.000000000000000000e+03 4.237512126564979553e-03 1.029462073347531259e-04 3.243871731683611870e-03 4.237512126564979553e-03 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+04 3.723762696608901024e-03 8.936494123190641403e-05 3.069053869694471359e-03 3.723762696608901024e-03 0.000000000000000000e+00 0.000000000000000000e+00
1.100000000000000000e+04 3.365033539012074471e-03 7.986965647432953119e-05 2.932429313659667969e-03 3.365033539012074471e-03 0.000000000000000000e+00 0.000000000000000000e+00
1.200000000000000000e+04 7.461495231837034225e-03 1.090495134121738374e-04 2.912455704063177109e-03 7.461495231837034225e-03 0.000000000000000000e+00 0.000000000000000000e+00
1.300000000000000000e+04 2.933474024757742882e-03 6.547869270434603095e-05 2.705231541767716408e-03 2.933474024757742882e-03 0.000000000000000000e+00 0.000000000000000000e+00
1.400000000000000000e+04 2.785965800285339355e-03 6.135118746897205710e-05 2.614597324281930923e-03 2.785965800285339355e-03 0.000000000000000000e+00 0.000000000000000000e+00
1.500000000000000000e+04 3.061537398025393486e-03 6.225543620530515909e-05 2.280536806210875511e-03 3.061537398025393486e-03 0.000000000000000000e+00 0.000000000000000000e+00
1.500000000000000000e+04 3.061537398025393486e-03 6.225543620530515909e-05 2.280536806210875511e-03 3.061537398025393486e-03 0.000000000000000000e+00 0.000000000000000000e+00
1.500100000000000000e+04 3.061537398025393486e-03 6.225543620530515909e-05 2.280536806210875511e-03 3.061537398025393486e-03 0.000000000000000000e+00 0.000000000000000000e+00
1.500200000000000000e+04 8.873466796875000000e+02 7.424815177917480469e+00 7.084692478179931641e+00 3.061537398025393486e-03 0.000000000000000000e+00 0.000000000000000000e+00
1.500300000000000000e+04 5.367149133235216141e-03 6.626798858633264899e-05 2.311065094545483589e-03 3.061537398025393486e-03 0.000000000000000000e+00 0.000000000000000000e+00
1.500400000000000000e+04 2.783928532153367996e-03 5.925849472987465560e-05 2.284480258822441101e-03 3.061537398025393486e-03 0.000000000000000000e+00 0.000000000000000000e+00
1.500500000000000000e+04 2.783704316243529320e-03 5.883558333152905107e-05 2.284928923472762108e-03 3.061537398025393486e-03 0.000000000000000000e+00 0.000000000000000000e+00
1.500600000000000000e+04 2.781830960884690285e-03 5.524472362594678998e-05 2.289410214871168137e-03 3.061537398025393486e-03 0.000000000000000000e+00 0.000000000000000000e+00
1.500700000000000000e+04 2.781396498903632164e-03 5.502776548382826149e-05 2.289903815835714340e-03 3.061537398025393486e-03 0.000000000000000000e+00 0.000000000000000000e+00
1.500800000000000000e+04 2.780681475996971130e-03 5.519099067896604538e-05 2.289797645062208176e-03 3.061537398025393486e-03 0.000000000000000000e+00 0.000000000000000000e+00
1.500900000000000000e+04 2.780791139230132103e-03 5.352373773348517716e-05 2.290811855345964432e-03 3.061537398025393486e-03 0.000000000000000000e+00 0.000000000000000000e+00
1.501000000000000000e+04 2.785173943266272545e-03 5.341282667359337211e-05 2.285370370373129845e-03 3.061537398025393486e-03 0.000000000000000000e+00 0.000000000000000000e+00
1.501100000000000000e+04 2.792702754959464073e-03 5.271436020848341286e-05 2.275404054671525955e-03 3.061537398025393486e-03 0.000000000000000000e+00 0.000000000000000000e+00
1.501200000000000000e+04 2.819522749632596970e-03 5.241849066806025803e-05 2.239495981484651566e-03 3.061537398025393486e-03 0.000000000000000000e+00 0.000000000000000000e+00
1.501300000000000000e+04 2.864898415282368660e-03 5.059364411863498390e-05 2.176112961024045944e-03 3.061537398025393486e-03 0.000000000000000000e+00 0.000000000000000000e+00
1.501400000000000000e+04 2.993894740939140320e-03 4.979731602361425757e-05 2.017985563725233078e-03 3.061537398025393486e-03 0.000000000000000000e+00 0.000000000000000000e+00
1.501500000000000000e+04 2.930730814114212990e-03 4.980646917829290032e-05 2.045223256573081017e-03 3.061537398025393486e-03 0.000000000000000000e+00 0.000000000000000000e+00
